aX,aY,aZ,gX,gY,gZ
-0.682,-0.302,1.286,29.358,-348.389,-28.564
-0.722,-0.098,2.211,6.226,-351.807,-19.287
-0.671,0.148,3.060,-19.653,-328.979,-12.512
-0.573,0.241,3.648,-53.833,-280.701,-17.395
-0.462,0.108,3.862,-101.257,-195.496,-31.738
-0.320,-0.128,3.458,-137.939,-108.337,-40.405
-0.151,-0.225,2.936,-160.156,-52.002,-36.926
0.112,-0.340,3.044,-161.438,-39.124,-29.602
0.113,-0.248,2.065,-106.934,-31.433,-23.193
0.260,-0.418,2.753,-82.947,-72.205,-24.658
0.411,-0.242,2.933,-42.053,-78.552,-2.380
0.383,-0.308,2.863,12.268,-65.857,-7.141
0.317,-0.439,3.212,27.344,-70.251,-11.841
0.212,-0.257,3.520,49.133,-55.603,-3.174
0.171,-0.104,3.481,64.209,-22.339,3.723
0.153,0.031,3.607,66.162,5.859,3.662
0.081,-0.242,3.667,53.223,45.410,-12.329
-0.017,-0.347,3.278,38.269,106.384,-14.099
-0.076,-0.386,2.982,18.372,153.992,-5.615
-0.135,-0.489,2.674,-6.470,190.186,-1.770
-0.171,-0.519,2.379,-26.367,219.421,7.202
-0.158,-0.522,2.086,-41.199,239.319,19.592
-0.148,-0.454,1.855,-47.729,250.244,31.250
-0.143,-0.400,1.617,-46.387,257.202,41.199
-0.151,-0.294,1.375,-38.269,264.282,50.903
-0.147,-0.062,1.103,-21.606,267.517,60.425
-0.144,0.045,0.878,0.122,263.672,60.425
-0.135,0.228,0.702,21.667,256.470,60.181
-0.136,0.471,0.513,40.405,251.709,58.533
-0.139,0.615,0.328,50.842,247.803,46.631
-0.151,0.693,0.152,55.237,241.699,27.893
-0.098,0.702,-0.054,55.298,234.497,8.850
-0.022,0.640,-0.250,49.072,223.450,-9.827
0.039,0.405,-0.435,36.926,211.975,-31.860
0.091,0.080,-0.543,21.362,196.899,-46.631
0.217,-0.148,-0.605,5.493,181.702,-46.326
0.317,-0.240,-0.690,-6.836,169.739,-35.828
0.448,-0.349,-0.744,-13.428,156.982,-29.175
0.547,-0.452,-0.712,-17.944,141.602,-23.560
0.615,-0.481,-0.700,-22.034,131.653,-14.954
0.651,-0.481,-0.782,-21.912,129.578,-5.432
0.661,-0.485,-0.878,-20.813,127.014,2.136
0.665,-0.360,-0.999,-15.625,124.512,12.634
0.656,-0.136,-1.228,-8.606,120.728,21.240
0.650,0.041,-1.421,-6.775,106.812,21.423
0.617,0.116,-1.650,-10.071,89.111,14.404
0.634,0.146,-1.835,-18.982,63.782,7.080
0.672,0.202,-1.875,-30.579,27.405,2.014
0.698,0.186,-1.792,-39.673,-10.742,-5.554
0.709,0.070,-1.667,-38.452,-46.265,-14.465
0.732,-0.011,-1.499,-26.917,-79.346,-18.738
0.727,-0.048,-1.406,-10.986,-105.774,-19.165
0.674,-0.143,-1.290,2.075,-128.540,-21.240
0.599,-0.274,-1.146,11.780,-150.391,-22.644

-0.767,0.168,2.921,17.212,-396.301,18.616
-0.631,0.685,3.923,24.658,-368.469,26.733
-0.446,0.867,4.000,3.418,-276.001,6.958
-0.333,0.462,4.000,-45.776,-158.386,-33.630
-0.334,-0.324,3.951,-112.610,-68.604,-65.613
-0.079,-0.366,3.099,-164.734,-9.277,-66.345
0.050,-1.092,3.137,-180.115,7.385,-57.495
0.312,-0.557,3.109,-183.838,2.625,4.944
0.480,-0.017,2.723,-114.502,11.047,39.490
0.546,0.019,2.914,-54.199,-8.789,30.762
0.486,-0.137,3.201,-2.991,-16.846,19.104
0.372,0.052,3.207,40.161,3.235,26.611
0.283,0.317,2.949,76.172,29.663,30.273
0.198,0.468,3.258,91.370,33.508,19.409
0.113,0.565,3.234,89.417,62.927,5.981
0.016,0.497,2.795,84.900,115.845,-7.446
-0.016,0.207,2.481,65.674,149.597,-24.963
-0.050,-0.057,2.253,41.382,168.762,-32.349
-0.046,-0.227,2.046,19.653,183.472,-28.809
-0.048,-0.324,1.882,8.118,193.298,-19.714
-0.038,-0.328,1.742,7.019,200.439,-8.240
-0.041,-0.324,1.599,13.000,206.299,0.977
-0.076,-0.361,1.451,19.592,212.891,8.545
-0.120,-0.308,1.311,25.940,218.262,19.653
-0.156,-0.204,1.200,29.236,223.938,31.860
-0.184,-0.072,1.053,29.419,232.605,40.894
-0.205,0.087,0.857,28.137,244.324,45.654
-0.234,0.279,0.608,27.283,254.944,44.739
-0.223,0.459,0.328,25.940,263.062,37.048
-0.193,0.607,0.022,24.414,265.381,24.109
-0.129,0.566,-0.262,18.188,261.047,3.235
-0.066,0.370,-0.511,11.902,250.427,-18.616
0.027,0.151,-0.729,5.127,237.793,-30.396
0.124,0.049,-0.867,-4.761,220.459,-29.602
0.251,-0.045,-0.960,-9.399,198.425,-27.588
0.371,-0.144,-1.106,-6.287,179.626,-26.978
0.502,-0.227,-1.185,-1.099,159.058,-25.879
0.608,-0.375,-1.202,-1.343,138.611,-25.208
0.677,-0.511,-1.280,-3.052,124.146,-22.156
0.752,-0.494,-1.381,-1.648,109.558,-11.902
0.794,-0.421,-1.422,-0.488,90.332,-2.686
0.794,-0.403,-1.374,-3.052,69.092,0.977
0.769,-0.343,-1.315,-6.592,50.659,4.639
0.739,-0.171,-1.342,-8.301,37.598,10.437
0.719,-0.029,-1.424,-10.864,25.269,12.634
0.693,0.044,-1.510,-14.465,9.338,9.460
0.687,0.048,-1.557,-18.372,-10.925,3.906
0.686,0.004,-1.538,-20.996,-35.339,-1.282
0.673,-0.075,-1.479,-21.667,-60.791,-4.578
0.660,-0.147,-1.401,-18.738,-85.327,-4.944
0.653,-0.140,-1.298,-12.268,-109.314,-1.892
0.620,-0.157,-1.208,-5.371,-130.554,0.061
0.566,-0.199,-1.097,2.502,-150.818,0.793
0.485,-0.240,-0.967,6.897,-170.471,3.357
0.395,-0.228,-0.794,10.071,-188.171,9.521
0.371,-0.133,-0.533,14.465,-203.796,16.602
0.277,-0.019,-0.341,20.203,-211.243,20.142
0.206,0.042,-0.275,21.545,-209.412,17.883
0.105,0.055,-0.313,21.912,-206.604,14.221
-0.040,0.010,-0.361,19.775,-211.182,10.498
-0.137,0.031,-0.339,17.822,-225.830,12.146
-0.259,0.120,-0.240,21.606,-247.925,17.090
-0.358,0.205,0.056,23.071,-275.879,19.043
-0.403,0.179,0.596,15.686,-307.068,16.113
-0.434,0.065,1.213,3.235,-326.904,11.169
-0.444,0.073,1.719,-7.996,-322.754,12.085
-0.416,0.209,2.201,-14.221,-308.594,16.968
-0.391,0.487,2.761,-7.996,-292.175,18.494
-0.275,0.771,3.126,12.634,-264.282,9.399
-0.138,0.824,3.166,27.100,-215.271,-9.888
-0.061,0.407,2.992,13.794,-153.259,-42.664
-0.111,-0.262,3.072,-18.677,-121.582,-69.092
0.063,-0.162,2.759,-43.274,-100.952,-67.139
0.085,-0.717,3.193,-50.964,-97.473,-64.758
0.243,-0.480,3.722,-83.557,-102.173,-30.884
0.348,-0.340,3.488,-57.434,-63.965,-9.644
0.385,-0.536,3.576,-35.278,-45.227,-14.160
0.396,-0.662,3.706,-14.038,-25.635,-10.620
0.352,-0.601,3.591,8.301,14.771,7.507
0.285,-0.292,3.198,33.691,60.608,26.001
0.245,-0.070,3.033,54.382,88.501,28.564
0.099,-0.002,2.937,59.937,111.938,19.531
-0.036,-0.024,2.566,56.885,151.489,13.123
-0.102,-0.045,2.184,51.270,178.406,11.780
-0.089,-0.073,1.952,45.532,185.364,12.573
-0.064,-0.080,1.860,41.748,182.495,13.977
-0.044,-0.101,1.840,42.358,179.443,13.550
-0.068,-0.192,1.823,49.927,179.687,12.329
-0.050,-0.297,1.786,61.829,182.983,13.916
-0.079,-0.311,1.716,70.190,190.796,22.705
-0.149,-0.247,1.634,73.669,201.233,34.180
-0.212,-0.121,1.535,74.036,215.210,44.739
-0.258,0.001,1.329,70.068,235.291,51.819
-0.296,0.074,0.994,62.622,258.911,53.467
-0.318,0.184,0.630,53.955,278.076,52.917
-0.319,0.401,0.326,46.021,286.682,51.453
-0.294,0.533,0.089,32.471,288.208,40.771
-0.244,0.525,-0.190,19.409,287.231,21.362
-0.173,0.348,-0.499,6.958,287.109,1.892
-0.102,0.118,-0.714,-12.146,278.748,-8.667
0.010,-0.003,-0.889,-30.701,265.564,-7.812
0.125,-0.094,-1.080,-39.001,248.535,-3.784
0.244,-0.197,-1.252,-40.222,223.938,-0.854
0.379,-0.246,-1.380,-37.964,199.951,4.211
0.505,-0.219,-1.412,-36.682,175.049,10.315
0.581,-0.245,-1.494,-37.659,156.555,11.963
0.627,-0.309,-1.645,-38.940,142.395,10.620
0.672,-0.256,-1.826,-35.278,124.817,13.184
0.679,-0.147,-1.989,-23.987,100.830,15.808
0.690,-0.068,-2.085,-11.780,70.068,13.000
0.690,0.004,-2.147,-1.892,36.194,8.301
0.637,0.032,-2.210,4.211,3.479,1.709
0.582,-0.017,-2.178,5.188,-32.166,-5.249
0.546,-0.072,-1.997,3.540,-72.998,-10.193
0.512,-0.095,-1.763,2.319,-110.107,-10.864
0.475,-0.140,-1.562,0.000,-139.099,-11.169
0.463,-0.178,-1.358,-2.686,-163.574,-10.986
0.427,-0.276,-1.197,-4.761,-183.655,-10.559
0.394,-0.317,-1.001,-8.301,-201.416,-5.127

-0.546,0.500,2.350,-8.362,-300.476,-7.202
-0.488,0.512,3.243,-42.847,-303.833,-21.790
-0.310,0.399,4.000,-67.139,-279.785,-41.199
-0.123,0.178,4.000,-86.426,-188.110,-61.279
0.039,-0.276,4.000,-103.943,-85.876,-73.914
0.229,-0.506,2.844,-97.717,-19.226,-81.360
0.347,-1.087,3.465,-105.835,-32.837,-77.332
0.497,-0.722,3.242,-88.440,-19.775,-25.696
0.614,-0.507,2.921,-36.804,-2.014,-1.526
0.659,-0.367,3.218,-7.446,-10.437,6.409
0.594,-0.248,3.287,17.883,2.014,6.958
0.480,-0.286,3.158,51.819,27.283,0.305
0.366,-0.172,3.260,74.463,42.603,4.578
0.224,-0.002,3.271,83.191,70.862,9.949
0.075,0.027,3.092,82.153,107.361,5.798
-0.013,-0.092,2.998,66.040,137.207,-2.136
-0.082,-0.250,2.939,40.039,164.124,-7.446
-0.123,-0.484,2.659,20.569,197.754,-11.780
-0.169,-0.724,2.304,9.033,226.013,-7.324
-0.135,-0.710,2.054,5.127,241.577,9.888
-0.154,-0.599,1.826,9.338,251.465,28.687
-0.211,-0.547,1.653,16.724,258.911,40.588
-0.279,-0.496,1.445,25.574,268.005,52.368
-0.343,-0.325,1.185,36.194,278.687,67.566
-0.380,-0.094,0.920,45.105,287.476,80.811
-0.415,0.101,0.668,44.189,294.617,85.510
-0.464,0.254,0.411,35.950,299.683,81.909
-0.479,0.402,0.123,27.405,305.481,74.158
-0.435,0.544,-0.169,15.625,305.786,63.599
-0.356,0.556,-0.449,1.709,301.819,45.471
-0.267,0.385,-0.677,-13.062,290.833,23.132
-0.177,0.169,-0.871,-28.931,277.710,9.094
-0.094,0.061,-1.143,-41.931,264.771,8.362
0.054,-0.050,-1.373,-45.471,241.394,10.132
0.191,-0.088,-1.550,-39.734,213.013,13.794
0.305,-0.074,-1.744,-29.480,187.988,18.494
0.402,-0.030,-1.913,-20.264,162.781,21.790
0.476,0.017,-2.122,-11.597,138.733,23.071
0.562,0.096,-2.291,-5.798,112.305,21.423
0.583,0.221,-2.405,-2.319,80.566,16.541
0.589,0.338,-2.431,-1.709,46.143,7.080
0.579,0.420,-2.327,-3.052,7.202,-4.395
0.575,0.500,-2.158,-2.930,-29.663,-16.541
0.566,0.453,-1.970,-2.869,-62.500,-30.823
0.570,0.333,-1.805,-3.662,-90.820,-44.128
0.541,0.214,-1.709,-2.625,-114.075,-52.124
0.520,0.088,-1.589,-1.587,-137.329,-56.091
0.492,-0.024,-1.439,0.183,-161.133,-56.824
0.461,-0.090,-1.289,3.113,-181.885,-53.833
0.408,-0.133,-1.157,4.150,-198.669,-48.584
0.327,-0.183,-1.041,1.587,-213.318,-43.091
0.264,-0.171,-0.884,-3.540,-227.722,-35.278
0.188,-0.219,-0.792,-8.057,-238.342,-28.992
0.137,-0.224,-0.679,-10.010,-249.634,-20.569
0.045,-0.121,-0.484,-7.202,-262.573,-9.583
-0.081,-0.005,-0.274,4.211,-273.254,-4.089
-0.198,0.175,-0.069,28.625,-282.166,-1.892
-0.334,0.374,0.148,62.073,-291.504,-4.150
-0.484,0.449,0.401,91.003,-303.711,-16.846
-0.553,0.293,0.717,110.474,-317.810,-37.598
-0.521,0.048,1.229,99.060,-331.238,-54.077
-0.509,-0.121,1.680,57.617,-325.134,-58.044
-0.536,-0.195,1.841,5.859,-292.908,-53.650
-0.501,-0.245,1.985,-52.307,-265.320,-47.974
-0.471,-0.363,2.294,-114.929,-251.709,-42.603
-0.410,-0.468,2.887,-162.842,-244.507,-36.438
-0.222,-0.371,3.320,-166.199,-227.783,-18.860
0.017,-0.208,3.525,-139.343,-179.871,-3.967
0.064,-0.295,3.238,-107.300,-113.770,-4.272
0.290,-0.203,2.500,-63.171,-70.862,-10.315
0.303,-0.807,2.754,-13.489,-72.205,-21.240
0.366,-0.588,2.893,-5.005,-83.008,3.540
0.403,-0.409,2.693,26.184,-59.753,18.799
0.378,-0.410,2.756,35.339,-50.964,14.465
0.323,-0.283,2.978,36.499,-45.959,17.151
0.240,0.113,3.273,45.593,-35.706,22.339
0.242,0.005,3.554,38.086,-14.709,8.362
0.180,-0.031,3.690,21.057,22.034,-2.441
0.123,-0.170,3.440,8.972,74.219,-10.254
0.102,-0.263,3.173,-5.615,120.972,-10.742
0.087,-0.299,2.884,-16.052,155.701,-6.653
0.082,-0.394,2.541,-16.418,184.814,-3.540
0.062,-0.488,2.245,-15.015,204.529,0.549
0.031,-0.511,1.990,-10.254,218.994,10.437
-0.008,-0.491,1.782,-4.944,228.638,22.583
-0.047,-0.356,1.550,1.465,237.549,36.743
-0.093,-0.141,1.372,7.874,242.798,48.584
-0.152,0.043,1.255,13.550,243.774,52.795
-0.186,0.264,1.202,19.653,242.676,52.734
-0.189,0.542,1.102,23.743,245.300,49.927
-0.203,0.749,0.889,23.071,255.493,38.025
-0.191,0.690,0.611,14.587,267.151,14.771
-0.168,0.495,0.304,4.822,272.400,-7.751
-0.118,0.354,-0.044,-1.343,273.315,-21.790
-0.070,0.147,-0.331,-8.667,264.526,-32.166
-0.002,-0.112,-0.468,-22.095,246.887,-36.255
0.094,-0.178,-0.579,-34.485,229.492,-26.794
0.186,-0.183,-0.737,-39.246,216.309,-16.418
0.269,-0.237,-0.861,-39.490,201.233,-12.695
0.351,-0.284,-0.895,-38.025,179.443,-9.888
0.410,-0.314,-0.903,-35.461,160.461,-5.188
0.455,-0.298,-0.991,-30.151,150.391,-0.854
0.490,-0.208,-1.129,-23.804,143.311,3.601
0.499,-0.130,-1.305,-19.714,133.850,3.540
0.511,-0.099,-1.463,-20.081,120.117,-0.366
0.531,-0.107,-1.623,-22.400,102.905,-4.761
0.546,-0.122,-1.792,-24.353,81.360,-9.155
0.578,-0.146,-1.909,-22.766,52.246,-12.817
0.625,-0.202,-1.952,-17.212,17.578,-16.296
0.638,-0.270,-1.918,-7.507,-18.494,-17.761
0.640,-0.363,-1.835,3.540,-54.199,-17.578
0.620,-0.428,-1.687,15.442,-88.989,-13.916
0.600,-0.442,-1.478,24.963,-120.789,-7.141
0.548,-0.411,-1.301,31.555,-144.958,0.305
0.486,-0.376,-1.142,35.339,-163.391,6.897
0.418,-0.288,-0.966,36.377,-179.504,13.916
0.373,-0.169,-0.800,36.072,-191.467,19.226
0.310,-0.024,-0.665,33.630,-199.463,21.118
0.227,0.056,-0.596,28.625,-203.918,18.616

-0.544,0.451,2.661,65.857,-332.703,-47.729
-0.483,0.288,2.967,31.677,-278.625,-68.298
-0.398,-0.117,3.077,-16.968,-223.083,-89.539
-0.292,-0.558,3.044,-71.411,-175.049,-95.520
-0.187,-0.766,2.980,-117.920,-144.043,-82.703
0.179,-0.821,3.024,-142.151,-126.343,-57.739
0.168,-0.816,3.215,-131.348,-106.140,-32.288
0.249,-0.715,3.396,-119.080,-100.769,-11.963
0.328,-0.684,3.333,-57.983,-84.412,-3.784
0.322,-0.489,3.690,-9.521,-86.182,7.690
0.280,-0.290,3.999,24.536,-81.055,18.616
0.272,0.148,4.000,57.739,-50.354,26.489
0.195,0.156,4.000,85.022,19.836,9.705
0.071,-0.234,3.749,83.069,83.252,-18.250
-0.025,-0.549,3.570,57.495,123.779,-23.682
-0.109,-0.646,3.351,26.489,166.687,-13.184
-0.135,-0.741,2.821,-1.648,216.125,-1.709
-0.219,-0.869,2.245,-20.386,250.793,7.446
-0.195,-0.814,1.997,-32.898,250.366,26.917
-0.180,-0.707,1.920,-31.494,242.615,46.082
-0.200,-0.577,1.793,-20.264,244.019,60.364
-0.250,-0.428,1.592,-4.333,249.817,70.801
-0.296,-0.255,1.499,13.306,250.244,77.698
-0.327,-0.016,1.477,31.067,248.108,83.557
-0.389,0.206,1.393,44.006,251.465,84.961
-0.452,0.374,1.259,46.875,261.169,79.163
-0.487,0.531,1.047,43.762,275.696,70.007
-0.499,0.595,0.760,33.325,293.640,55.054
-0.499,0.489,0.363,19.470,310.547,34.607
-0.450,0.358,-0.035,7.629,319.153,17.944
-0.420,0.145,-0.353,-2.747,316.040,4.761
-0.319,-0.146,-0.569,-15.442,305.054,-1.282
-0.242,-0.219,-0.749,-28.992,294.128,9.216
-0.158,-0.194,-1.004,-36.316,288.635,22.949
-0.068,-0.122,-1.429,-29.602,279.114,30.823
0.054,-0.030,-1.742,-19.409,256.409,34.790
0.150,0.028,-2.063,-10.559,231.934,31.494
0.241,0.006,-2.356,-3.357,203.247,24.658
0.319,0.026,-2.584,0.977,166.687,18.433
0.406,0.137,-2.684,1.892,123.840,14.526
0.479,0.213,-2.634,-4.517,77.393,6.714
0.513,0.264,-2.552,-10.071,33.813,-4.639
0.539,0.288,-2.395,-11.475,-6.653,-16.785
0.539,0.201,-2.153,-9.155,-45.776,-30.945
0.524,0.062,-1.957,-3.235,-78.613,-41.626
0.481,-0.068,-1.802,5.188,-105.835,-46.021
0.501,-0.141,-1.645,14.038,-130.798,-44.434
0.501,-0.171,-1.498,19.409,-153.809,-40.100
0.439,-0.215,-1.404,19.775,-172.791,-37.354
0.377,-0.236,-1.251,15.869,-193.054,-33.386
0.308,-0.254,-1.101,10.498,-212.952,-27.344
0.245,-0.196,-0.966,8.484,-228.699,-19.470
0.189,-0.138,-0.886,9.888,-241.943,-14.160
0.134,-0.099,-0.752,10.193,-255.493,-12.085
0.033,-0.033,-0.525,5.615,-269.409,-9.888
-0.052,0.046,-0.333,3.357,-277.283,-8.972
-0.171,0.159,-0.229,9.583,-279.358,-7.629
-0.313,0.404,-0.163,26.855,-284.302,-7.263
-0.475,0.825,-0.051,57.373,-298.706,-10.742
-0.609,1.126,0.204,87.708,-321.716,-28.320
-0.751,1.025,0.495,106.934,-343.323,-65.857
-0.802,0.619,0.870,107.605,-361.877,-105.835
-0.914,0.059,1.331,83.984,-374.878,-135.132
-0.904,-0.543,1.786,46.326,-377.808,-146.240
-0.805,-0.731,2.326,1.221,-372.437,-127.380
-0.659,-0.991,2.949,-59.204,-350.830,-107.666
-0.594,-1.522,3.734,-132.019,-317.261,-95.764
-0.360,-1.810,4.000,-192.810,-259.705,-66.345
-0.348,-1.465,4.000,-201.294,-171.021,-8.301
-0.082,-0.820,3.894,-169.312,-59.875,43.762
-0.151,-0.312,3.760,-121.582,5.676,71.655
0.020,0.093,3.312,-95.886,21.545,80.017
0.150,0.050,2.979,-51.025,28.870,53.650
0.225,0.036,3.035,-24.719,18.494,36.560
0.177,0.370,3.273,-5.371,14.526,29.846
0.279,0.183,3.194,19.775,29.541,10.559
0.262,0.167,3.188,42.175,48.157,-2.991
0.198,-0.105,3.123,58.960,64.575,-14.709
0.106,-0.351,3.049,66.589,92.407,-18.311
0.012,-0.406,2.759,70.374,125.183,-7.324
-0.107,-0.462,2.517,62.073,149.475,2.625
-0.185,-0.393,2.531,46.265,160.339,14.648
-0.246,-0.349,2.544,33.997,178.711,20.691
-0.329,-0.343,2.433,25.574,204.590,22.034
-0.366,-0.286,2.257,23.804,228.333,27.039
-0.389,-0.173,2.104,26.245,245.544,31.006
-0.425,-0.192,1.908,28.137,262.695,28.259
-0.458,-0.202,1.660,29.846,280.029,29.175
-0.480,-0.171,1.339,30.640,298.767,35.034
-0.510,-0.086,1.034,26.733,312.622,42.969
-0.512,-0.050,0.709,21.240,323.547,47.241
-0.508,-0.035,0.328,14.709,334.290,50.049
-0.481,0.012,0.005,4.517,336.792,52.856
-0.436,0.118,-0.309,1.770,330.994,54.199
-0.359,0.106,-0.578,-2.563,320.557,49.011
-0.279,0.095,-0.766,-11.902,302.490,43.884
-0.176,0.167,-0.911,-20.325,284.241,42.542
-0.078,0.251,-1.055,-22.949,265.564,37.598
-0.007,0.241,-1.189,-23.682,244.873,26.978
0.069,0.149,-1.342,-24.292,226.929,15.259
0.167,0.094,-1.551,-21.851,211.365,8.423
0.244,0.083,-1.815,-20.203,195.435,5.615
0.344,0.032,-2.019,-24.048,173.523,1.404
0.452,-0.080,-2.180,-30.884,145.935,-3.906
0.567,-0.156,-2.369,-34.363,117.920,-6.165
0.659,-0.171,-2.537,-32.654,84.961,-5.737
0.730,-0.199,-2.603,-25.452,44.067,-6.897
0.734,-0.256,-2.486,-16.663,-1.892,-9.338
0.675,-0.304,-2.298,-4.883,-44.556,-8.301
0.626,-0.254,-2.057,9.521,-83.679,-2.869
0.584,-0.087,-1.806,22.156,-116.821,3.723
0.524,0.047,-1.590,27.283,-141.968,3.601
0.444,0.087,-1.427,24.719,-163.025,-2.747
0.377,0.132,-1.200,17.822,-183.899,-8.484
0.315,0.135,-1.039,14.526,-200.500,-13.733
0.260,0.112,-0.930,14.587,-212.952,-18.127
0.218,0.148,-0.833,17.090,-225.098,-19.897
0.159,0.127,-0.793,21.851,-236.206,-24.536
0.083,0.024,-0.730,26.062,-249.390,-31.067

-0.659,-0.141,2.559,19.348,-343.689,-35.706
-0.542,0.080,3.064,-9.949,-308.350,-21.118
-0.485,-0.101,3.138,-52.612,-247.864,-28.931
-0.384,-0.575,3.030,-108.643,-173.157,-42.908
-0.239,-0.794,2.793,-152.466,-122.070,-34.241
-0.092,-0.695,2.546,-165.100,-93.628,-10.132
-0.034,-0.504,2.306,-149.414,-80.994,7.812
0.201,-0.176,2.055,-103.882,-79.651,21.790
0.169,-0.235,2.398,-43.579,-90.942,15.686
0.189,-0.233,2.723,-0.488,-103.577,10.742
0.171,-0.088,2.819,49.500,-94.055,7.080
0.094,0.123,3.118,63.904,-88.379,2.869
0.051,-0.138,3.786,50.537,-82.458,-16.724
0.073,-0.359,4.000,26.245,-46.570,-29.907
0.093,-0.355,3.995,3.540,22.400,-21.057
0.132,-0.512,3.540,-14.465,89.844,-17.029
0.151,-0.614,3.215,-29.785,127.258,-11.353
0.162,-0.588,2.838,-32.043,160.583,-0.488
0.122,-0.509,2.216,-24.109,193.726,11.902
0.082,-0.396,1.931,-21.362,197.327,23.437
-0.000,-0.257,1.797,-11.841,192.505,30.334
-0.065,0.057,1.815,6.409,186.096,38.391
-0.116,0.428,1.906,30.518,180.420,39.124
-0.175,0.562,2.092,48.828,178.223,24.414
-0.206,0.410,2.411,52.856,184.204,0.854
-0.261,0.119,2.423,44.250,211.243,-17.395
-0.345,-0.210,2.052,26.611,253.174,-24.353
-0.376,-0.460,1.685,1.953,287.048,-19.409
-0.396,-0.490,1.305,-18.982,313.416,-3.296
-0.423,-0.391,0.898,-36.072,336.121,14.832
-0.416,-0.314,0.491,-50.232,351.196,27.161
-0.417,-0.258,0.143,-62.134,356.689,33.691
-0.381,-0.198,-0.274,-58.655,356.873,37.170
-0.322,-0.159,-0.631,-52.307,348.022,40.588
-0.251,-0.032,-0.881,-48.218,327.087,46.082
-0.146,0.105,-1.087,-40.527,299.805,46.204
-0.043,0.183,-1.159,-34.607,263.794,37.354
0.054,0.245,-1.198,-32.104,232.361,25.513
0.146,0.275,-1.277,-31.738,207.458,13.184
0.216,0.212,-1.352,-34.790,183.411,-0.732
0.249,0.058,-1.386,-39.856,158.691,-13.550
0.370,-0.076,-1.415,-41.626,136.719,-20.203
0.464,-0.111,-1.520,-37.231,119.507,-19.226
0.536,-0.171,-1.664,-30.273,103.577,-20.447
0.612,-0.227,-1.839,-16.052,84.045,-22.827
0.681,-0.322,-1.995,0.305,59.998,-24.963
0.730,-0.480,-2.052,12.573,30.151,-26.062
0.747,-0.539,-2.105,24.780,0.549,-20.020
0.730,-0.458,-2.077,34.973,-30.579,-8.911
0.662,-0.329,-1.916,40.588,-65.247,-1.221
0.598,-0.210,-1.684,42.114,-97.290,1.709
0.547,-0.018,-1.522,42.725,-121.277,3.906
0.475,0.068,-1.410,38.269,-140.442,0.610
0.423,0.114,-1.259,30.518,-160.767,-6.775
0.373,0.115,-1.167,25.757,-177.673,-14.038
0.334,0.062,-1.132,23.132,-192.871,-20.203
0.296,0.007,-1.019,20.447,-211.853,-23.132
0.249,-0.037,-0.870,18.250,-229.736,-23.865
0.197,-0.068,-0.759,15.137,-242.737,-21.790
0.113,-0.106,-0.688,10.071,-252.563,-18.066
0.034,-0.094,-0.596,5.676,-264.526,-12.268
-0.043,-0.047,-0.536,2.747,-276.611,-4.761
-0.157,-0.011,-0.532,2.625,-288.513,0.366
-0.305,0.015,-0.477,5.737,-306.091,4.150
-0.505,0.089,-0.327,16.785,-329.468,6.348
-0.796,0.191,-0.026,37.415,-355.835,4.822
-1.014,0.211,0.531,57.678,-387.207,-0.732
-1.087,0.065,1.423,65.857,-420.471,-9.216
-0.998,-0.125,2.544,61.340,-442.627,-13.000
-0.829,0.025,3.393,53.040,-425.842,1.770
-0.608,0.216,4.000,31.738,-351.196,8.301
-0.461,0.044,3.686,3.174,-232.605,-8.911
-0.383,-0.125,3.068,-29.053,-145.630,-22.888
-0.273,-0.233,2.962,-63.599,-118.774,-27.222
-0.221,-0.206,3.140,-85.083,-117.981,-27.344
0.034,-0.087,3.097,-84.534,-103.638,-23.254
0.024,-0.230,3.652,-58.105,-93.262,-26.306
0.094,-0.405,3.766,-40.588,-76.111,-31.555
0.242,-0.556,3.566,-7.751,-36.560,-30.640
0.246,-0.348,3.418,10.803,-10.986,-18.494
0.220,-0.335,3.545,28.320,5.493,-17.761
0.155,-0.297,3.364,42.419,40.894,-17.578
0.094,-0.239,3.041,50.537,81.543,-11.047
0.014,-0.384,2.840,46.631,109.741,-11.414
-0.043,-0.442,2.771,31.921,131.348,-8.179
-0.110,-0.451,2.599,10.010,162.964,-1.038
-0.164,-0.494,2.350,-19.836,194.946,4.333
-0.218,-0.448,2.035,-44.128,220.276,12.451
-0.227,-0.305,1.765,-57.800,233.398,22.034
-0.211,-0.104,1.580,-60.181,235.779,27.893
-0.190,0.005,1.437,-49.927,234.253,24.658
-0.168,0.087,1.401,-29.968,227.539,17.883
-0.133,0.125,1.420,-5.371,221.680,10.132
-0.132,0.090,1.331,17.761,225.830,1.160
-0.151,0.010,1.125,35.461,237.427,-5.005
-0.173,-0.065,0.900,44.617,247.192,-7.202
-0.163,-0.105,0.691,45.227,252.625,-5.127
-0.148,-0.143,0.480,39.063,257.874,-2.136
-0.116,-0.134,0.225,29.480,262.756,1.648
-0.085,-0.121,0.012,18.494,263.855,4.761
-0.043,-0.161,-0.184,7.568,260.437,5.981
0.013,-0.175,-0.413,-3.174,258.667,10.620
0.070,-0.144,-0.660,-9.949,253.845,16.235
0.149,-0.080,-0.854,-13.245,241.699,19.958
0.240,-0.036,-0.968,-15.381,221.069,19.836
0.307,-0.045,-1.036,-18.127,197.144,15.259
0.385,-0.069,-1.090,-19.287,175.781,10.498
