aX,aY,aZ,gX,gY,gZ
-0.200,-1.373,0.692,-22.827,-8.545,133.911
-0.264,-1.159,0.675,-20.020,-7.812,148.560
-0.326,-0.992,0.646,-17.090,-6.714,159.058
-0.386,-0.806,0.591,-12.207,-5.310,167.786
-0.426,-0.580,0.538,-4.944,-6.226,176.697
-0.460,-0.448,0.469,-1.343,-9.705,181.396
-0.501,-0.395,0.393,-1.099,-16.541,184.204
-0.516,-0.261,0.375,-2.930,-27.893,190.857
-0.524,0.017,0.534,-4.272,-41.199,201.660
-0.557,0.442,0.736,-3.052,-53.345,210.449
-0.629,0.879,0.926,-2.258,-58.899,210.449
-0.729,1.474,1.366,-5.676,-68.604,205.322
-0.737,2.210,1.747,-3.479,-69.519,194.336
-0.679,2.517,1.860,0.305,-51.086,157.959
-0.618,2.373,1.908,-2.930,-30.151,106.689
-0.573,2.095,1.896,-9.277,-12.085,66.528
-0.540,2.110,1.847,-15.930,1.526,46.021
-0.514,2.274,1.725,-21.057,12.573,34.058
-0.516,2.405,1.675,-27.344,16.968,15.686
-0.478,2.460,1.752,-32.715,14.709,-6.104
-0.471,2.345,1.772,-30.518,19.714,-31.677
-0.448,2.072,1.688,-14.282,26.917,-56.641
-0.406,1.863,1.472,5.310,37.109,-73.669
-0.383,1.641,1.187,24.109,45.532,-88.928
-0.378,1.419,0.944,39.978,47.546,-103.699
-0.387,1.218,0.926,53.833,42.053,-116.394
-0.378,1.123,0.968,67.078,39.795,-123.535
-0.396,1.014,0.873,78.674,46.448,-132.385
-0.400,0.812,0.719,83.435,52.979,-146.118
-0.398,0.671,0.604,76.782,54.993,-158.203
-0.400,0.518,0.576,60.364,53.040,-171.204
-0.422,0.331,0.559,41.809,49.744,-185.791
-0.420,0.076,0.432,25.024,49.988,-200.134
-0.412,-0.200,0.285,10.864,47.791,-209.900
-0.380,-0.517,0.339,5.188,34.851,-216.248
-0.336,-0.864,0.448,12.085,20.935,-217.224
-0.254,-1.140,0.421,27.466,17.578,-208.679
-0.266,-1.385,-0.105,44.189,17.029,-197.266
-0.166,-2.110,1.122,43.030,-17.334,-181.213
-0.192,-1.471,0.262,52.979,18.921,-127.441
-0.229,-1.900,0.166,67.810,8.728,-128.967
-0.227,-2.151,0.709,64.758,-34.241,-124.329
-0.159,-2.133,1.043,41.992,-33.325,-97.961
-0.185,-2.226,0.682,4.028,3.174,-81.360
-0.094,-2.419,0.809,-30.212,2.136,-74.463
-0.072,-2.600,0.952,-60.669,-1.831,-61.584
-0.057,-2.753,0.811,-74.524,6.958,-38.452
-0.067,-2.851,0.673,-70.557,10.742,-4.944
-0.049,-2.849,0.667,-55.298,4.639,38.330
-0.077,-2.461,0.472,-31.616,-1.038,84.839
-0.128,-2.417,0.595,-7.874,-18.616,109.070
-0.238,-2.219,0.784,-2.319,-31.799,137.390
-0.328,-1.864,0.718,-2.502,-27.344,172.058
-0.432,-1.487,0.579,-6.348,-23.254,196.289
-0.516,-1.180,0.602,-18.677,-28.259,206.787
-0.593,-0.816,0.723,-37.048,-34.119,212.280
-0.660,-0.460,0.822,-54.077,-33.142,214.111
-0.682,-0.153,0.959,-64.148,-29.175,210.449
-0.649,0.042,1.002,-65.857,-20.447,204.407
-0.583,0.110,0.950,-63.049,-8.423,197.571
-0.613,0.180,0.851,-55.786,-2.747,194.885
-0.620,0.550,1.028,-47.668,-3.479,202.026
-0.580,1.018,1.047,-37.109,-2.502,207.336
-0.627,1.375,0.953,-30.945,0.610,198.975
-0.618,1.754,1.136,-28.381,-9.583,187.683
-0.557,1.906,1.245,-23.682,-17.517,166.687
-0.488,1.957,1.317,-22.888,-16.968,138.184
-0.436,1.922,1.357,-23.682,-14.099,114.685
-0.432,1.915,1.304,-23.254,-7.385,95.703
-0.407,2.208,1.328,-21.912,-5.493,86.243
-0.382,2.540,1.397,-24.475,-5.371,72.021
-0.368,2.680,1.415,-31.860,-1.221,41.504
-0.363,2.679,1.293,-38.147,7.324,5.554
-0.328,2.667,1.194,-40.222,12.024,-28.198
-0.305,2.481,1.204,-34.119,10.620,-67.566
-0.287,2.186,1.189,-21.301,13.306,-105.835
-0.287,1.817,0.991,-6.348,24.597,-134.521
-0.291,1.412,0.810,6.531,33.020,-155.701

-0.338,-1.561,0.533,-11.841,21.912,-118.835
-0.305,-2.120,0.452,8.362,9.949,-125.000
-0.306,-2.651,1.041,18.738,-38.086,-122.070
-0.204,-2.764,1.200,23.132,-34.607,-77.271
-0.198,-2.732,0.844,22.034,-8.179,-31.067
-0.173,-2.813,1.157,15.991,-16.418,-0.427
-0.162,-2.737,1.395,4.028,-20.325,32.959
-0.186,-2.506,1.159,-11.780,2.197,70.129
-0.192,-2.119,0.907,-22.705,10.254,95.764
-0.202,-2.130,1.155,-31.311,-2.441,103.882
-0.291,-1.848,1.130,-42.297,4.150,128.845
-0.339,-1.554,0.920,-41.443,19.897,151.672
-0.404,-1.282,0.808,-37.720,23.743,165.771
-0.457,-1.029,0.782,-34.790,22.095,174.316
-0.466,-0.807,0.628,-31.982,24.780,181.091
-0.481,-0.633,0.436,-28.503,26.184,186.523
-0.491,-0.516,0.431,-22.400,15.137,190.918
-0.491,-0.387,0.492,-14.221,2.136,198.486
-0.489,-0.100,0.535,-6.348,-5.737,211.060
-0.506,0.238,0.592,0.427,-13.794,221.619
-0.507,0.601,0.913,-0.549,-24.597,224.915
-0.562,0.982,0.997,-6.775,-22.095,220.886
-0.581,1.458,1.119,-11.902,-18.677,213.501
-0.564,2.076,1.263,-14.832,-19.897,204.407
-0.515,2.454,1.215,-14.282,-12.573,174.072
-0.490,2.665,1.327,-11.414,-12.512,133.545
-0.410,2.481,1.408,-4.089,-12.085,91.980
-0.336,2.341,1.367,1.099,-3.174,57.556
-0.304,2.021,1.381,5.371,2.380,30.945
-0.289,1.998,1.428,9.888,5.066,15.808
-0.265,2.134,1.386,14.709,11.536,8.606
-0.244,2.132,1.315,17.944,17.578,-8.118
-0.218,2.070,1.197,23.560,21.729,-28.931
-0.205,2.007,1.096,32.410,22.766,-50.293
-0.211,1.839,1.078,38.086,21.362,-75.195
-0.222,1.619,1.025,40.405,23.499,-98.877
-0.241,1.425,0.947,39.795,27.527,-117.310
-0.260,1.265,0.864,34.607,31.067,-132.202
-0.310,1.156,0.756,26.733,34.241,-145.386
-0.357,1.031,0.658,22.949,33.630,-158.752
-0.391,0.807,0.605,24.475,27.954,-174.866
-0.407,0.457,0.576,30.518,21.118,-189.636
-0.409,0.085,0.531,37.842,14.893,-197.510
-0.370,-0.228,0.547,45.471,6.592,-196.716
-0.321,-0.505,0.583,51.208,-0.793,-190.491
-0.296,-0.733,0.592,55.237,-3.296,-182.129
-0.289,-0.914,0.608,57.373,-5.310,-171.875
-0.294,-1.060,0.585,54.199,-7.019,-161.072
-0.286,-1.155,0.623,46.570,-10.559,-149.719
-0.296,-1.187,0.824,37.537,-16.479,-139.221
-0.241,-1.114,0.473,29.846,-12.512,-135.254
-0.252,-2.020,1.472,14.343,-25.391,-138.000
-0.253,-1.224,0.910,2.930,-2.686,-99.121
-0.306,-1.658,0.762,7.690,15.259,-111.267
-0.333,-2.119,1.042,3.296,-8.728,-121.338
-0.253,-2.186,1.214,4.822,-10.803,-93.872
-0.203,-2.238,1.018,-1.221,7.446,-64.453
-0.180,-2.401,1.036,-3.784,9.216,-40.955
-0.093,-2.488,1.150,-8.240,3.906,-13.733
-0.079,-2.437,0.918,-17.151,16.602,19.348
-0.073,-2.237,0.839,-26.123,18.555,52.368
-0.121,-1.970,0.691,-30.579,10.803,75.134
-0.141,-1.963,0.849,-37.048,-2.014,86.060
-0.191,-1.557,0.783,-45.654,-0.061,115.906
-0.215,-1.362,0.614,-48.340,5.432,131.592
-0.267,-1.266,0.613,-50.659,1.160,138.123
-0.307,-1.129,0.599,-49.622,-1.404,148.682
-0.356,-0.905,0.534,-44.128,-0.366,160.950
-0.392,-0.724,0.530,-36.194,-1.770,168.884
-0.409,-0.615,0.579,-27.588,-5.310,173.035
-0.415,-0.474,0.541,-18.433,-5.615,179.138
-0.414,-0.344,0.467,-12.146,-6.897,185.608
-0.388,-0.150,0.567,-9.338,-14.038,191.956
-0.401,0.046,0.562,-12.573,-18.066,196.167
-0.463,0.222,0.489,-22.278,-20.447,195.312
-0.491,0.665,0.771,-32.471,-36.011,199.036
-0.573,1.254,1.139,-40.466,-49.683,199.524
-0.577,1.920,1.427,-35.339,-50.781,189.941
-0.527,2.474,1.705,-20.203,-46.997,164.917
-0.467,2.387,1.754,-9.216,-31.311,118.164
-0.432,2.024,1.585,-5.371,-10.742,71.960
-0.376,1.976,1.609,-5.859,-3.662,51.758
-0.350,2.050,1.751,-10.864,-2.197,39.368
-0.340,2.197,1.740,-16.052,6.836,26.184
-0.338,2.249,1.599,-20.691,18.005,8.240
-0.310,2.192,1.421,-25.024,25.391,-14.221
-0.285,2.096,1.278,-26.245,27.283,-37.903
-0.278,1.981,1.183,-22.339,25.879,-60.242
-0.245,1.791,1.147,-10.742,26.062,-83.313
-0.248,1.481,0.990,2.319,32.471,-106.079
-0.234,1.229,0.791,16.418,38.696,-119.568
-0.239,1.045,0.693,29.602,38.025,-125.977
-0.225,0.942,0.620,40.222,34.546,-129.639
-0.221,0.885,0.510,49.927,32.227,-133.301
-0.251,0.681,0.401,58.167,27.771,-143.921
-0.279,0.468,0.413,63.416,17.517,-154.968
-0.293,0.261,0.479,66.711,6.592,-161.743
-0.301,0.003,0.538,63.599,-0.061,-169.800
-0.345,-0.250,0.609,54.932,-2.869,-175.781
-0.365,-0.519,0.681,46.265,-4.578,-179.565
-0.376,-0.817,0.760,38.391,-5.005,-180.115
-0.375,-1.044,0.790,32.471,-3.113,-174.927
-0.337,-1.180,0.756,29.846,1.099,-165.039
-0.289,-1.295,0.423,29.663,6.165,-158.081
-0.218,-2.234,1.324,17.944,-10.681,-153.259
-0.212,-1.369,0.593,15.808,21.179,-102.722
-0.199,-1.868,0.494,33.264,21.362,-110.901
-0.247,-2.399,0.886,31.799,-13.611,-116.943
-0.120,-2.330,1.043,32.715,-18.005,-79.712
-0.106,-2.341,0.911,23.254,0.916,-47.180
-0.085,-2.471,0.855,8.423,4.272,-25.330
-0.067,-2.515,0.908,-10.437,2.136,-1.038
-0.075,-2.403,0.864,-30.579,4.639,29.358
-0.081,-2.216,0.829,-46.021,4.822,57.434
-0.078,-1.974,0.750,-53.528,1.404,77.026
-0.100,-1.953,0.818,-59.082,-3.906,88.501
-0.169,-1.739,0.755,-62.988,-2.319,111.328
-0.195,-1.558,0.617,-61.890,1.526,131.897
-0.238,-1.373,0.573,-58.289,0.000,148.560

-0.541,1.364,1.237,-52.429,-31.555,186.462
-0.573,1.657,1.300,-59.143,-28.259,171.631
-0.604,2.088,1.465,-58.044,-30.090,159.485
-0.534,2.508,1.652,-46.143,-26.733,142.578
-0.596,2.663,1.773,-30.029,-18.250,112.671
-0.522,2.863,1.777,-8.118,-2.808,83.862
-0.448,2.830,1.657,10.620,13.123,51.697
-0.427,2.487,1.533,19.775,26.855,9.705
-0.394,2.233,1.473,25.269,34.607,-20.752
-0.346,2.095,1.278,27.527,43.091,-40.405
-0.321,1.994,1.054,25.940,48.035,-60.425
-0.275,1.850,0.934,22.644,45.898,-84.412
-0.234,1.646,0.942,18.127,39.978,-108.154
-0.224,1.347,0.838,12.451,42.664,-132.141
-0.229,1.100,0.631,7.446,48.706,-150.208
-0.214,0.948,0.506,4.272,47.058,-162.048
-0.205,0.821,0.526,2.197,37.720,-171.936
-0.232,0.569,0.446,2.930,33.325,-184.143
-0.245,0.327,0.388,8.789,27.954,-192.627
-0.263,0.142,0.459,18.494,16.113,-193.970
-0.288,-0.138,0.542,28.809,7.996,-196.045
-0.297,-0.455,0.573,40.833,4.333,-194.519
-0.275,-0.736,0.598,52.856,1.587,-185.974
-0.257,-0.985,0.621,60.120,-1.282,-173.767
-0.251,-1.182,0.590,63.843,-3.967,-158.813
-0.199,-1.344,0.700,62.744,-10.315,-142.944
-0.200,-1.493,0.763,51.453,-13.062,-129.883
-0.240,-1.530,0.505,34.180,-13.428,-119.690
-0.156,-2.250,1.572,0.549,-38.269,-114.990
-0.188,-1.554,0.907,-18.372,-1.038,-75.256
-0.221,-2.035,1.017,-32.166,0.549,-94.055
-0.199,-2.349,1.208,-46.936,-8.911,-90.576
-0.101,-2.310,1.167,-50.598,-2.319,-58.350
-0.083,-2.418,1.037,-51.392,9.033,-30.823
-0.023,-2.466,1.088,-43.396,7.935,-3.418
-0.018,-2.336,0.932,-36.743,15.320,31.067
-0.028,-2.175,0.746,-28.076,21.667,64.209
-0.067,-1.986,0.637,-18.921,15.381,90.149
-0.103,-1.842,0.579,-12.695,6.775,111.389
-0.147,-1.589,0.595,-13.916,-1.526,133.057
-0.190,-1.310,0.541,-19.287,-4.150,153.564
-0.251,-1.094,0.538,-23.987,-8.118,164.612
-0.319,-0.900,0.588,-28.687,-12.329,170.715
-0.404,-0.700,0.655,-31.372,-13.672,175.049
-0.450,-0.481,0.700,-29.114,-12.024,179.504
-0.444,-0.327,0.745,-22.034,-9.460,182.068
-0.463,-0.293,0.658,-12.512,-5.920,183.044
-0.451,-0.153,0.721,-3.357,-7.507,191.040
-0.430,0.058,0.773,1.953,-11.658,200.867
-0.472,0.342,0.783,0.977,-14.771,208.740
-0.514,0.739,0.758,-1.953,-20.569,213.745
-0.593,1.175,0.779,-7.263,-31.128,211.121
-0.660,1.669,1.031,-12.878,-48.218,200.867
-0.711,2.255,1.561,-16.479,-65.796,184.814
-0.716,2.756,1.997,-14.648,-64.941,157.532
-0.617,2.993,2.083,-9.766,-39.673,116.394
-0.532,2.852,1.913,-11.230,-8.606,66.895
-0.503,2.518,1.654,-21.118,12.085,18.799
-0.433,2.464,1.630,-33.691,18.738,-9.155
-0.379,2.394,1.608,-41.565,23.987,-34.424
-0.377,2.268,1.519,-37.292,32.959,-61.218
-0.344,2.073,1.376,-20.508,41.931,-85.815
-0.314,1.822,1.195,3.479,49.683,-106.506
-0.287,1.480,0.972,27.283,55.786,-123.169
-0.259,1.160,0.787,48.035,57.739,-132.874
-0.242,0.964,0.691,65.125,54.138,-134.949
-0.236,0.841,0.607,79.895,50.293,-134.888
-0.252,0.744,0.539,91.675,47.058,-136.414
-0.296,0.629,0.535,102.539,41.443,-139.893
-0.326,0.508,0.492,110.107,37.598,-144.043
-0.335,0.360,0.432,112.183,33.569,-150.146
-0.350,0.088,0.461,105.591,25.757,-161.011
-0.371,-0.211,0.526,91.736,18.127,-170.471
-0.337,-0.462,0.560,75.195,13.306,-175.476
-0.315,-0.672,0.623,59.204,9.094,-177.917
-0.271,-0.913,0.715,41.443,6.592,-179.504
-0.239,-1.091,0.742,25.696,8.362,-176.086
-0.171,-1.228,0.784,11.597,10.376,-167.358
-0.110,-1.175,0.334,1.770,13.184,-159.546
-0.201,-1.938,1.245,-12.390,-13.306,-159.424
-0.135,-1.350,0.901,-28.503,11.292,-117.554
-0.154,-1.377,0.226,-16.541,45.349,-106.201
-0.181,-2.008,0.568,-8.789,-3.601,-132.812
-0.091,-2.087,1.219,-3.113,-36.011,-108.521
-0.086,-2.153,0.857,-2.930,-5.066,-74.524
-0.044,-2.342,0.613,-3.357,10.803,-49.622
0.016,-2.465,0.804,-5.432,-2.625,-24.292
0.036,-2.453,0.816,-9.033,-5.188,7.263
0.027,-2.374,0.713,-14.160,-1.221,38.635
-0.021,-2.272,0.737,-20.569,-5.310,65.918
-0.071,-2.093,0.788,-27.466,-10.986,91.858
-0.110,-1.854,0.657,-32.959,-10.620,113.647
-0.171,-1.707,0.640,-38.330,-14.587,127.136
-0.233,-1.561,0.697,-48.157,-19.348,141.663
-0.297,-1.411,0.696,-54.504,-18.433,155.640
-0.378,-1.220,0.665,-58.594,-14.771,169.495
-0.472,-0.921,0.740,-56.091,-14.343,183.899
-0.528,-0.617,0.824,-46.997,-13.000,193.787
-0.544,-0.378,0.801,-33.569,-7.019,200.073
-0.506,-0.232,0.712,-21.240,-3.113,204.102
-0.527,-0.092,0.723,-13.672,-6.348,208.923
-0.526,0.196,0.777,-12.207,-13.062,216.248
-0.538,0.585,0.784,-14.343,-17.761,221.497
-0.560,0.989,0.902,-20.203,-27.283,218.872
-0.597,1.347,1.112,-25.879,-38.635,206.604
-0.608,1.789,1.382,-27.649,-44.861,191.040
-0.581,2.200,1.604,-23.499,-42.114,167.847
-0.536,2.370,1.715,-19.409,-28.809,131.470
-0.528,2.393,1.785,-18.494,-12.207,91.675
-0.497,2.256,1.692,-16.968,4.028,56.580
-0.443,2.276,1.580,-16.907,17.639,31.921
-0.380,2.223,1.499,-20.386,25.879,8.667
-0.336,2.109,1.439,-27.710,30.823,-16.602
-0.311,2.053,1.344,-32.898,35.767,-37.292
-0.252,1.954,1.249,-31.311,39.063,-57.495
-0.199,1.801,1.048,-21.973,41.321,-79.895
-0.171,1.562,0.873,-10.925,40.955,-103.088
-0.160,1.270,0.772,-3.174,37.659,-123.779
-0.154,1.053,0.708,3.967,33.875,-136.292

-0.060,-1.099,0.653,-20.264,25.818,-79.651
-0.055,-1.424,0.416,-0.122,17.029,-93.750
-0.110,-1.778,0.938,14.038,-31.433,-98.328
-0.052,-1.823,1.244,27.466,-37.659,-72.205
-0.051,-1.839,0.835,31.006,0.366,-45.532
-0.037,-1.840,0.714,32.654,8.545,-23.437
-0.013,-1.920,0.902,28.992,-2.197,-8.667
-0.011,-1.929,0.869,17.517,1.038,8.789
0.000,-1.878,0.740,2.808,7.080,28.137
-0.013,-1.834,0.737,-14.465,3.296,43.823
-0.033,-1.793,0.783,-32.715,-2.014,57.983
-0.043,-1.702,0.816,-49.194,-2.930,73.914
-0.057,-1.610,0.719,-62.866,-0.366,88.562
-0.127,-1.543,0.712,-72.449,-1.221,100.952
-0.175,-1.523,0.677,-78.308,-0.671,116.760
-0.231,-1.396,0.676,-76.782,-0.732,137.512
-0.286,-1.200,0.664,-69.031,0.488,159.180
-0.351,-1.032,0.630,-56.091,0.977,177.246
-0.398,-0.760,0.675,-42.480,-0.488,194.641
-0.490,-0.492,0.639,-30.945,0.366,208.435
-0.528,-0.171,0.639,-24.841,-1.770,219.360
-0.590,0.220,0.778,-20.569,-9.827,225.342
-0.606,0.614,0.982,-22.766,-17.822,223.145
-0.545,1.011,1.111,-27.527,-18.799,215.698
-0.498,1.298,1.131,-35.889,-12.939,199.951
-0.473,1.431,1.146,-48.218,-8.240,176.941
-0.466,1.573,1.195,-60.486,-7.629,157.837
-0.484,1.813,1.239,-66.956,-7.385,146.179
-0.492,2.137,1.242,-64.758,-6.104,135.132
-0.441,2.473,1.285,-53.589,-7.080,119.080
-0.406,2.620,1.335,-35.156,-6.714,91.797
-0.378,2.577,1.325,-15.137,-2.075,57.617
-0.332,2.503,1.367,5.310,1.465,27.344
-0.279,2.337,1.342,26.306,7.568,-0.122
-0.239,2.146,1.213,46.265,17.456,-24.292
-0.218,1.963,1.119,62.805,23.743,-45.227
-0.206,1.770,1.028,76.477,27.039,-65.247
-0.197,1.553,0.908,87.891,30.396,-84.595
-0.206,1.347,0.783,93.811,31.982,-101.013
-0.160,1.143,0.654,94.055,31.799,-116.089
-0.195,0.970,0.598,86.914,28.320,-128.723
-0.203,0.794,0.576,76.355,24.536,-141.052
-0.222,0.631,0.567,65.979,20.081,-153.503
-0.275,0.484,0.563,54.565,15.625,-165.283
-0.347,0.327,0.634,46.448,9.338,-177.002
-0.412,0.091,0.695,39.429,3.967,-190.002
-0.426,-0.176,0.777,36.316,-0.610,-200.867
-0.403,-0.432,0.942,34.668,-5.310,-205.688
-0.375,-0.726,1.089,30.457,-3.967,-207.581
-0.339,-1.028,1.072,28.259,7.263,-203.674
-0.304,-1.219,0.932,30.457,20.752,-189.697
-0.220,-1.301,0.953,34.912,23.682,-170.532
-0.154,-1.204,0.300,38.025,28.259,-155.579
-0.098,-2.094,1.354,23.499,3.540,-150.879
-0.124,-1.234,0.616,8.179,34.302,-102.661
-0.156,-1.554,0.363,5.371,38.940,-112.732
-0.190,-1.945,0.754,-13.733,-4.150,-125.610
-0.148,-1.983,1.103,-27.527,-25.635,-105.347
-0.096,-2.054,1.211,-51.331,-11.841,-83.496
-0.114,-2.095,0.962,-77.820,18.616,-59.143
-0.088,-2.177,0.954,-91.248,22.156,-36.255
-0.045,-2.189,0.957,-90.881,20.020,-7.874
-0.018,-2.096,0.828,-81.421,25.635,26.428
-0.008,-2.020,0.621,-59.448,31.006,55.908
-0.064,-1.896,0.381,-37.598,23.437,81.543
-0.082,-1.746,0.495,-18.311,-0.488,106.934
-0.139,-1.540,0.592,-12.268,-12.329,130.249
-0.210,-1.367,0.574,-12.268,-11.536,149.597
-0.266,-1.159,0.545,-16.052,-11.658,164.734
-0.337,-0.889,0.640,-20.386,-16.785,177.246
-0.392,-0.648,0.769,-25.146,-19.836,184.448
-0.443,-0.413,0.852,-26.489,-16.724,189.087
-0.486,-0.238,0.891,-26.733,-12.512,192.261
-0.474,0.033,1.033,-24.048,-10.437,196.350
-0.444,0.254,1.086,-19.409,-4.150,195.496
-0.422,0.408,1.057,-17.212,3.357,190.430
-0.416,0.597,1.038,-15.564,5.615,187.866
-0.417,0.842,1.033,-16.846,1.953,187.744
-0.409,1.193,1.056,-19.714,-4.150,189.026
-0.442,1.596,1.110,-24.719,-10.498,184.265
-0.514,2.035,1.328,-28.687,-19.897,171.021
-0.504,2.485,1.611,-26.123,-25.696,151.917
-0.431,2.779,1.739,-17.029,-17.761,123.535
-0.359,2.761,1.567,-7.629,2.686,82.886
-0.287,2.601,1.301,-0.366,18.494,41.077
-0.225,2.382,1.197,3.845,21.362,4.822
-0.191,2.147,1.180,6.958,19.470,-25.940
-0.156,2.007,1.168,12.634,19.409,-48.462
-0.131,1.840,1.127,21.423,20.996,-69.275
-0.125,1.574,1.058,29.846,24.658,-91.980
-0.119,1.353,0.874,35.767,30.518,-107.239
-0.114,1.154,0.631,39.246,34.729,-118.286
-0.141,1.008,0.510,39.673,29.236,-127.747
-0.169,0.918,0.553,40.466,16.418,-135.986
-0.163,0.827,0.651,47.791,6.409,-145.813
-0.237,0.680,0.672,57.007,4.700,-158.142
-0.313,0.388,0.647,60.974,6.958,-172.546
-0.339,0.075,0.660,63.660,5.859,-182.556
-0.347,-0.186,0.674,63.416,3.784,-185.547
-0.333,-0.466,0.698,55.542,1.587,-186.646
-0.284,-0.672,0.800,43.091,-2.686,-184.448
-0.250,-0.856,0.934,32.104,-4.822,-178.589
-0.218,-1.067,0.966,23.376,-0.732,-172.424
-0.182,-1.226,1.012,16.052,6.165,-161.499
-0.112,-1.190,0.684,10.254,14.587,-147.949
-0.266,-1.707,1.140,5.615,-1.770,-142.456
-0.090,-1.365,1.172,-11.353,4.272,-105.713
-0.107,-1.230,0.421,3.967,41.443,-81.604
-0.128,-1.766,0.596,6.165,4.333,-101.013
-0.093,-1.770,1.162,12.268,-33.936,-79.163
-0.046,-1.746,1.271,13.123,-21.729,-54.626
-0.110,-1.758,0.859,4.822,15.625,-34.363
-0.096,-1.801,0.789,1.038,18.311,-16.724
-0.076,-1.848,0.895,-1.587,7.568,0.427
-0.049,-1.838,0.837,-2.808,9.338,21.423
-0.014,-1.775,0.690,-3.662,14.099,39.551
-0.063,-1.796,0.536,-5.432,8.118,52.307
-0.037,-1.769,0.741,-10.803,-11.536,70.557
-0.055,-1.603,0.728,-22.583,-11.353,94.177

-0.424,1.640,1.298,-31.494,-50.415,155.640
-0.439,2.100,1.588,-41.382,-52.490,145.203
-0.403,2.524,1.820,-42.908,-44.983,124.512
-0.360,2.701,1.817,-31.982,-24.658,88.257
-0.334,2.541,1.670,-15.930,-2.686,42.969
-0.301,2.297,1.542,0.671,9.216,4.456
-0.260,2.124,1.504,16.602,14.465,-21.729
-0.225,1.963,1.484,28.931,18.372,-43.396
-0.205,1.796,1.355,36.194,25.635,-64.270
-0.237,1.566,1.177,38.086,32.837,-83.984
-0.233,1.264,0.976,37.415,35.706,-102.295
-0.242,1.140,0.911,37.048,30.640,-111.267
-0.214,1.071,0.958,40.344,22.949,-118.713
-0.207,0.938,0.955,45.776,22.522,-130.554
-0.226,0.727,0.832,43.823,29.663,-145.691
-0.262,0.533,0.739,36.011,32.959,-158.936
-0.314,0.351,0.738,27.283,30.273,-169.922
-0.320,0.189,0.768,18.127,27.405,-179.687
-0.349,0.024,0.744,9.277,28.442,-188.782
-0.368,-0.217,0.705,0.305,29.175,-199.158
-0.373,-0.517,0.720,-5.859,25.024,-206.360
-0.326,-0.783,0.807,-9.094,18.127,-205.078
-0.243,-1.048,0.959,-10.376,14.832,-196.899
-0.136,-1.162,0.610,-7.263,20.325,-184.143
-0.200,-1.651,1.202,-5.005,5.737,-169.983
-0.020,-1.566,1.177,-5.859,26.367,-129.761
-0.078,-1.286,-0.034,13.428,72.266,-93.811
-0.073,-1.740,0.161,34.607,11.230,-103.088
-0.034,-1.839,1.032,47.546,-56.030,-83.557
-0.008,-1.768,1.088,54.382,-41.138,-50.232
-0.051,-1.744,0.722,51.147,-5.554,-25.330
-0.057,-1.825,0.829,46.814,-7.385,-8.179
-0.055,-1.895,0.973,39.490,-12.939,8.484
-0.056,-1.840,0.865,29.602,-2.747,31.677
-0.054,-1.662,0.704,19.897,3.113,52.124
-0.043,-1.719,0.730,15.320,-4.639,59.143
-0.060,-1.746,0.863,1.709,-11.963,70.251
-0.085,-1.603,0.748,-12.268,-4.089,94.238
-0.078,-1.513,0.644,-22.766,-0.671,110.229
-0.123,-1.449,0.628,-31.738,-3.235,122.559
-0.179,-1.349,0.596,-41.321,-4.150,136.841
-0.234,-1.188,0.558,-46.509,-4.150,152.344
-0.305,-1.062,0.516,-46.448,-5.981,165.710
-0.365,-0.851,0.601,-40.466,-10.986,180.359
-0.394,-0.554,0.687,-27.100,-15.930,194.580
-0.412,-0.223,0.725,-12.268,-16.846,203.857
-0.430,0.123,0.749,-3.113,-18.799,208.313
-0.446,0.422,0.881,-3.113,-24.963,205.811
-0.433,0.675,0.958,-8.240,-29.114,196.411
-0.409,0.939,0.954,-16.968,-29.236,185.852
-0.378,1.114,0.999,-28.687,-32.898,171.326
-0.365,1.234,1.145,-40.649,-40.100,155.640
-0.372,1.445,1.366,-50.476,-44.556,143.921
-0.408,1.804,1.565,-56.580,-43.091,135.071
-0.420,2.141,1.652,-56.274,-32.837,120.850
-0.387,2.430,1.670,-49.805,-20.691,99.182
-0.337,2.611,1.695,-41.992,-9.460,68.726
-0.284,2.600,1.644,-34.302,2.686,30.090
-0.227,2.420,1.467,-27.222,16.724,-10.681
-0.185,2.179,1.326,-20.264,25.391,-46.509
-0.159,1.907,1.272,-15.747,27.527,-76.904
-0.161,1.628,1.107,-10.864,33.020,-99.365
-0.150,1.413,0.915,-4.333,37.720,-113.708
-0.140,1.235,0.805,6.348,35.217,-123.169
-0.143,1.050,0.762,18.250,30.457,-131.226
-0.136,0.882,0.692,30.273,28.259,-137.146
-0.141,0.745,0.646,40.955,25.635,-140.869
-0.158,0.652,0.641,50.598,20.264,-144.592
-0.187,0.522,0.669,59.265,15.015,-150.208
-0.231,0.383,0.730,66.467,10.681,-156.860
-0.310,0.195,0.753,72.083,10.193,-162.964
-0.337,-0.046,0.741,75.317,11.414,-168.762
-0.319,-0.212,0.763,76.294,10.376,-171.082
-0.321,-0.367,0.797,69.580,9.766,-172.852
-0.313,-0.614,0.782,52.856,10.864,-178.040
-0.261,-0.810,0.760,30.518,13.428,-178.833
-0.227,-0.860,0.411,11.292,12.756,-177.002
-0.275,-1.431,1.419,-12.268,-12.939,-177.490
-0.090,-1.121,1.204,-30.945,24.841,-143.005
-0.176,-1.056,0.121,-25.208,69.092,-132.019
-0.178,-1.654,0.382,-12.573,7.568,-159.180
